departamento,provincia,distrito,ubigeo,pct_nulos,votos_nulos,votos_emitidos,lider,votos_lider
LORETO,ALTO AMAZONAS,YURIMAGUAS,150201,7.01,2728,38909,KEIKO SOFIA FUJIMORI HIGUCHI,5579
LORETO,MAYNAS,ALTO NANAY,150102,7.01,120,1712,KEIKO SOFIA FUJIMORI HIGUCHI,545
SAN MARTÍN,MOYOBAMBA,MOYOBAMBA,210101,7.01,3259,46468,ROBERTO HELBERT SANCHEZ PALOMINO,7457
ÁNCASH,CASMA,CASMA,020501,7.0,1054,15050,KEIKO SOFIA FUJIMORI HIGUCHI,3365
ÁNCASH,HUARI,HUACCHIS,020806,7.0,57,814,ROBERTO HELBERT SANCHEZ PALOMINO,239
HUÁNUCO,HUÁNUCO,CHURUBAMBA,090103,7.0,658,9394,ROBERTO HELBERT SANCHEZ PALOMINO,4204
PIURA,PAITA,ARENAL,190503,7.0,60,857,CARLOS GONSALO ALVAREZ LOAYZA,108
SAN MARTÍN,SAN MARTÍN,SAUCE,210619,7.0,270,3859,KEIKO SOFIA FUJIMORI HIGUCHI,892
APURÍMAC,COTABAMBAS,MARA,030505,6.99,239,3420,ROBERTO HELBERT SANCHEZ PALOMINO,1293
AYACUCHO,HUANCA SANCOS,CARAPO,050804,6.99,76,1088,ROBERTO HELBERT SANCHEZ PALOMINO,370
LIMA,OYÓN,OYÓN,141001,6.99,344,4921,RICARDO PABLO BELMONT CASSINELLI,670
LORETO,DATEM DEL MARAÑÓN,MANSERICHE,150704,6.99,165,2361,ROBERTO HELBERT SANCHEZ PALOMINO,800
ÁNCASH,SIHUAS,SIHUAS,021401,6.98,157,2249,ROBERTO HELBERT SANCHEZ PALOMINO,339
AYACUCHO,HUANTA,UCHURACCAY,050311,6.98,129,1847,ROBERTO HELBERT SANCHEZ PALOMINO,755
AYACUCHO,LUCANAS,OTOCA,050517,6.98,33,473,ROBERTO HELBERT SANCHEZ PALOMINO,130
CUSCO,ANTA,HUAROCONDO,070303,6.98,264,3784,ROBERTO HELBERT SANCHEZ PALOMINO,876
LA LIBERTAD,ASCOPE,CHICAMA,120802,6.98,691,9900,KEIKO SOFIA FUJIMORI HIGUCHI,1988
PASCO,DANIEL ALCIDES CARRIÓN,TAPUC,180207,6.98,104,1490,ROBERTO HELBERT SANCHEZ PALOMINO,331
ÁNCASH,HUARAZ,INDEPENDENCIA,020102,6.97,2837,40700,PABLO ALFONSO LOPEZ CHAU NAVA,5494
CUSCO,PARURO,PARURO,071001,6.97,143,2053,PABLO ALFONSO LOPEZ CHAU NAVA,399
PUNO,AZÁNGARO,SAN ANTON,200213,6.97,322,4617,ROBERTO HELBERT SANCHEZ PALOMINO,1192
PUNO,MELGAR,LLALLI,200704,6.97,130,1866,ROBERTO HELBERT SANCHEZ PALOMINO,359
ÁNCASH,ASUNCIÓN,ACOCHACA,021802,6.96,76,1092,ROBERTO HELBERT SANCHEZ PALOMINO,246
APURÍMAC,ANDAHUAYLAS,TUMAY HUARACA,030316,6.96,58,833,ROBERTO HELBERT SANCHEZ PALOMINO,282
CUSCO,CANAS,LAYO,070505,6.96,235,3376,ROBERTO HELBERT SANCHEZ PALOMINO,1218
LA LIBERTAD,ASCOPE,CHOCOPE,120803,6.96,491,7051,KEIKO SOFIA FUJIMORI HIGUCHI,1355
PIURA,SECHURA,VICE,190802,6.96,746,10720,KEIKO SOFIA FUJIMORI HIGUCHI,3130
PUNO,SANDIA,ALTO INAMBARI,200811,6.96,274,3939,ROBERTO HELBERT SANCHEZ PALOMINO,1386
LIMA,YAUYOS,QUINCHES,140720,6.95,31,446,KEIKO SOFIA FUJIMORI HIGUCHI,135
AMAZONAS,CHACHAPOYAS,ASUNCIÓN,010102,6.94,12,173,PABLO ALFONSO LOPEZ CHAU NAVA,20
SAN MARTÍN,MOYOBAMBA,SORITOR,210105,6.94,954,13749,ROBERTO HELBERT SANCHEZ PALOMINO,3420
AMAZONAS,CONDORCANQUI,EL CENEPA,010603,6.93,303,4371,ROBERTO HELBERT SANCHEZ PALOMINO,2688
ÁNCASH,OCROS,ACAS,022001,6.92,9,130,KEIKO SOFIA FUJIMORI HIGUCHI,41
AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,050803,6.92,86,1243,ROBERTO HELBERT SANCHEZ PALOMINO,503
CUSCO,ESPINAR,PICHIGUA,070806,6.92,235,3396,ROBERTO HELBERT SANCHEZ PALOMINO,1080
PUNO,PUNO,SAN ANTONIO,200111,6.92,54,780,ROBERTO HELBERT SANCHEZ PALOMINO,190
SAN MARTÍN,RIOJA,YURACYACU,210504,6.92,181,2617,ROBERTO HELBERT SANCHEZ PALOMINO,566
ÁNCASH,SANTA,MORO,021304,6.91,357,5164,KEIKO SOFIA FUJIMORI HIGUCHI,1552
APURÍMAC,CHINCHEROS,ONGOY,030702,6.91,96,1389,ROBERTO HELBERT SANCHEZ PALOMINO,416
PIURA,HUANCABAMBA,LALAQUIZ,190308,6.91,149,2155,ROBERTO HELBERT SANCHEZ PALOMINO,805
PUNO,CARABAYA,CRUCERO,200306,6.91,343,4961,ROBERTO HELBERT SANCHEZ PALOMINO,1523
AMÉRICA,PANAMÁ,DAVID,922102,6.9,4,58,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,11
AYACUCHO,HUAMANGA,ACOS VINCHOS,050102,6.89,203,2947,ROBERTO HELBERT SANCHEZ PALOMINO,1139
AYACUCHO,LUCANAS,SANTA LUCÍA,050525,6.89,35,508,ROBERTO HELBERT SANCHEZ PALOMINO,151
CUSCO,CANAS,YANAOCA,070501,6.89,365,5300,ROBERTO HELBERT SANCHEZ PALOMINO,1414
ÁNCASH,HUARAZ,JANGAS,020106,6.88,256,3720,ROBERTO HELBERT SANCHEZ PALOMINO,680
PIURA,MORROPÓN,MORROPÓN,190404,6.88,484,7032,KEIKO SOFIA FUJIMORI HIGUCHI,1651
ÁNCASH,SANTA,SAMANCO,021306,6.87,205,2984,KEIKO SOFIA FUJIMORI HIGUCHI,615
AYACUCHO,VILCAS HUAMÁN,VILCAS HUAMÁN,050901,6.87,277,4033,ROBERTO HELBERT SANCHEZ PALOMINO,1421
ÁNCASH,CORONGO,CORONGO,020601,6.86,50,729,KEIKO SOFIA FUJIMORI HIGUCHI,109
CUSCO,CALCA,CALCA,070401,6.86,972,14171,ROBERTO HELBERT SANCHEZ PALOMINO,2759
JUNÍN,JAUJA,JULCÁN,110311,6.86,47,685,KEIKO SOFIA FUJIMORI HIGUCHI,108
PUNO,CARABAYA,AYAPATA,200303,6.86,217,3165,ROBERTO HELBERT SANCHEZ PALOMINO,894
PUNO,CARABAYA,USICAYOS,200310,6.86,109,1589,ROBERTO HELBERT SANCHEZ PALOMINO,473
APURÍMAC,CHINCHEROS,CHINCHEROS,030701,6.85,233,3403,ROBERTO HELBERT SANCHEZ PALOMINO,1198
AYACUCHO,LUCANAS,AUCARA,050502,6.85,73,1065,ROBERTO HELBERT SANCHEZ PALOMINO,158
PUNO,SANDIA,LIMBANI,200804,6.85,158,2306,ROBERTO HELBERT SANCHEZ PALOMINO,493
HUANCAVELICA,ACOBAMBA,ANTA,080202,6.84,167,2440,ROBERTO HELBERT SANCHEZ PALOMINO,1052
LAMBAYEQUE,FERREÑAFE,INCAHUASI,130202,6.84,416,6086,ROBERTO HELBERT SANCHEZ PALOMINO,2293
AMAZONAS,CHACHAPOYAS,OLLEROS,010116,6.83,20,293,ROBERTO HELBERT SANCHEZ PALOMINO,58
PIURA,AYABACA,SICCHEZ,190207,6.83,68,995,ROBERTO HELBERT SANCHEZ PALOMINO,276
PUNO,AZÁNGARO,SAMAN,200212,6.83,584,8555,ROBERTO HELBERT SANCHEZ PALOMINO,1919
PUNO,MOHO,HUAYRAPATA,201304,6.83,104,1522,ROBERTO HELBERT SANCHEZ PALOMINO,554
ÁNCASH,SANTA,CHIMBOTE,021301,6.82,9049,132588,KEIKO SOFIA FUJIMORI HIGUCHI,19925
PUNO,HUANCANÉ,COJATA,200502,6.82,211,3096,ROBERTO HELBERT SANCHEZ PALOMINO,1081
PUNO,SAN ANTONIO DE PUTINA,SINA,201105,6.82,77,1129,ROBERTO HELBERT SANCHEZ PALOMINO,461
PUNO,SANDIA,PATAMBUCO,200806,6.82,187,2741,ROBERTO HELBERT SANCHEZ PALOMINO,690
SAN MARTÍN,TOCACHE,SANTA LUCÍA,210806,6.82,177,2595,ROBERTO HELBERT SANCHEZ PALOMINO,607
AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,PHOENIX,921372,6.82,23,337,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,156
AYACUCHO,CANGALLO,CANGALLO,050201,6.81,207,3041,ROBERTO HELBERT SANCHEZ PALOMINO,1008
CAJAMARCA,CAJAMARCA,LLACANORA,060108,6.81,279,4096,ROBERTO HELBERT SANCHEZ PALOMINO,1030
HUANCAVELICA,HUAYTARA,TAMBO,080616,6.81,51,749,KEIKO SOFIA FUJIMORI HIGUCHI,146
PIURA,SULLANA,MARCAVELICA,190604,6.81,1197,17585,KEIKO SOFIA FUJIMORI HIGUCHI,5065
CUSCO,CANAS,KUNTURKANKI,070503,6.8,214,3149,ROBERTO HELBERT SANCHEZ PALOMINO,1155
LA LIBERTAD,VIRÚ,CHAO,121202,6.8,1423,20926,ROBERTO HELBERT SANCHEZ PALOMINO,3791
AYACUCHO,HUAMANGA,VINCHOS,050109,6.79,731,10771,ROBERTO HELBERT SANCHEZ PALOMINO,4101
CAJAMARCA,JAÉN,COLASAY,060803,6.79,362,5332,ROBERTO HELBERT SANCHEZ PALOMINO,1919
LAMBAYEQUE,LAMBAYEQUE,MOCHUMÍ,130305,6.79,855,12593,KEIKO SOFIA FUJIMORI HIGUCHI,3546
LIMA,HUARAL,IHUARI,140806,6.79,111,1635,KEIKO SOFIA FUJIMORI HIGUCHI,518
PASCO,PASCO,HUAYLLAY,180105,6.79,327,4818,RICARDO PABLO BELMONT CASSINELLI,693
AYACUCHO,LUCANAS,SANCOS,050520,6.78,107,1578,ROBERTO HELBERT SANCHEZ PALOMINO,457
CAJAMARCA,SAN MIGUEL,LA FLORIDA,061003,6.78,91,1342,ROBERTO HELBERT SANCHEZ PALOMINO,462
CUSCO,CANAS,PAMPAMARCA,070506,6.78,85,1253,RICARDO PABLO BELMONT CASSINELLI,252
HUÁNUCO,AMBO,HUACAR,090205,6.78,336,4954,ROBERTO HELBERT SANCHEZ PALOMINO,1404
AMAZONAS,BAGUA,BAGUA,010205,6.77,965,14246,ROBERTO HELBERT SANCHEZ PALOMINO,3128
APURÍMAC,AYMARAES,SAN JUAN DE CHACÑA,030216,6.77,38,561,ROBERTO HELBERT SANCHEZ PALOMINO,149
LAMBAYEQUE,LAMBAYEQUE,MÓRROPE,130306,6.77,2073,30624,KEIKO SOFIA FUJIMORI HIGUCHI,11272
PUNO,SANDIA,QUIACA,200807,6.77,109,1610,ROBERTO HELBERT SANCHEZ PALOMINO,569
ÁNCASH,SANTA,CACERES DEL PERÚ,021302,6.76,184,2722,ROBERTO HELBERT SANCHEZ PALOMINO,413
TUMBES,TUMBES,LA CRUZ,230103,6.76,358,5294,KEIKO SOFIA FUJIMORI HIGUCHI,1416
AMAZONAS,CONDORCANQUI,NIEVA,010601,6.75,648,9598,ROBERTO HELBERT SANCHEZ PALOMINO,4798
AYACUCHO,VILCAS HUAMÁN,INDEPENDENCIA,050908,6.75,39,578,ROBERTO HELBERT SANCHEZ PALOMINO,185
CAJAMARCA,CUTERVO,SOCOTA,060514,6.74,326,4840,ROBERTO HELBERT SANCHEZ PALOMINO,1488
LA LIBERTAD,ASCOPE,PAIJÁN,120806,6.74,1047,15534,KEIKO SOFIA FUJIMORI HIGUCHI,4028
LIMA,OYÓN,COCHAMARCA,141006,6.74,54,801,KEIKO SOFIA FUJIMORI HIGUCHI,225
AMAZONAS,UTCUBAMBA,LONYA GRANDE,010706,6.73,328,4873,ROBERTO HELBERT SANCHEZ PALOMINO,1344
CAJAMARCA,CUTERVO,CUTERVO,060501,6.73,2105,31275,ROBERTO HELBERT SANCHEZ PALOMINO,10322
CAJAMARCA,SANTA CRUZ,YAUYUCAN,060909,6.73,100,1486,ROBERTO HELBERT SANCHEZ PALOMINO,711
AMAZONAS,CONDORCANQUI,RÍO SANTIAGO,010602,6.72,322,4791,ROBERTO HELBERT SANCHEZ PALOMINO,2544
APURÍMAC,ABANCAY,PICHIRHUA,030107,6.72,200,2977,ROBERTO HELBERT SANCHEZ PALOMINO,1091
AYACUCHO,LA MAR,TAMBO,050406,6.72,403,5995,ROBERTO HELBERT SANCHEZ PALOMINO,2153
CUSCO,ESPINAR,PALLPATA,070805,6.72,315,4686,ROBERTO HELBERT SANCHEZ PALOMINO,1330
SAN MARTÍN,MOYOBAMBA,JEPELACIO,210104,6.72,653,9712,ROBERTO HELBERT SANCHEZ PALOMINO,2822
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,010101,6.71,1060,15802,KEIKO SOFIA FUJIMORI HIGUCHI,2283
CAJAMARCA,CHOTA,CONCHÁN,060604,6.71,216,3219,ROBERTO HELBERT SANCHEZ PALOMINO,1811
HUÁNUCO,DOS DE MAYO,MARÍAS,090312,6.71,159,2371,ROBERTO HELBERT SANCHEZ PALOMINO,1103
JUNÍN,HUANCAYO,CULLHUAS,110105,6.71,123,1834,ROBERTO HELBERT SANCHEZ PALOMINO,410
ÁNCASH,HUARI,PAUCAS,020809,6.7,53,791,ROBERTO HELBERT SANCHEZ PALOMINO,216
JUNÍN,HUANCAYO,CHUPURO,110112,6.7,109,1627,ROBERTO HELBERT SANCHEZ PALOMINO,226
LORETO,MARISCAL RAMÓN CASTILLA,SANTA ROSA DE LORETO,150605,6.7,99,1477,KEIKO SOFIA FUJIMORI HIGUCHI,699
AMAZONAS,RODRÍGUEZ DE MENDOZA,MARISCAL BENAVIDES,010508,6.69,78,1166,KEIKO SOFIA FUJIMORI HIGUCHI,233
CAJAMARCA,CELENDÍN,LA LIBERTAD DE PALLÁN,060312,6.69,211,3154,ROBERTO HELBERT SANCHEZ PALOMINO,1646
ÁNCASH,HUARI,HUANTAR,020807,6.68,83,1243,ROBERTO HELBERT SANCHEZ PALOMINO,357
AYACUCHO,CANGALLO,CHUSCHI,050204,6.68,281,4204,ROBERTO HELBERT SANCHEZ PALOMINO,1667
CAJAMARCA,CUTERVO,LA RAMADA,060505,6.67,129,1935,ROBERTO HELBERT SANCHEZ PALOMINO,1111
HUANCAVELICA,TAYACAJA,LAMBRAS,080533,6.67,57,855,ROBERTO HELBERT SANCHEZ PALOMINO,249
JUNÍN,CONCEPCIÓN,COMAS,110204,6.67,232,3478,ROBERTO HELBERT SANCHEZ PALOMINO,735
PIURA,SULLANA,SALITRAL,190607,6.67,305,4570,KEIKO SOFIA FUJIMORI HIGUCHI,1204
AYACUCHO,VÍCTOR FAJARDO,CANARIA,050704,6.66,91,1367,ROBERTO HELBERT SANCHEZ PALOMINO,361
PUNO,CARABAYA,COASA,200304,6.66,266,3995,ROBERTO HELBERT SANCHEZ PALOMINO,1203
ÁNCASH,HUARAZ,PARIACOTO,020110,6.65,181,2721,ROBERTO HELBERT SANCHEZ PALOMINO,608
ÁNCASH,HUARI,CHAVÍN DE HUÁNTAR,020803,6.65,292,4389,ROBERTO HELBERT SANCHEZ PALOMINO,956
APURÍMAC,ANDAHUAYLAS,SANTA MARÍA DE CHICMO,030315,6.65,349,5252,ROBERTO HELBERT SANCHEZ PALOMINO,2423
CAJAMARCA,SANTA CRUZ,PULÁN,060906,6.65,124,1864,ROBERTO HELBERT SANCHEZ PALOMINO,889
CUSCO,CANAS,QUEHUE,070507,6.65,115,1729,ROBERTO HELBERT SANCHEZ PALOMINO,569
LAMBAYEQUE,FERREÑAFE,CAÑARIS,130203,6.65,319,4798,ROBERTO HELBERT SANCHEZ PALOMINO,2265
CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,061008,6.64,175,2635,ROBERTO HELBERT SANCHEZ PALOMINO,1079
HUANCAVELICA,HUAYTARA,PILPICHACA,080607,6.64,139,2093,ROBERTO HELBERT SANCHEZ PALOMINO,677
PIURA,PIURA,CURA MORI,190113,6.64,705,10625,KEIKO SOFIA FUJIMORI HIGUCHI,2495
AMAZONAS,BAGUA,COPALLIN,010203,6.63,215,3243,ROBERTO HELBERT SANCHEZ PALOMINO,1034
LORETO,MAYNAS,MAZAN,150105,6.63,276,4166,KEIKO SOFIA FUJIMORI HIGUCHI,788
AREQUIPA,CONDESUYOS,CAYARANI,040603,6.62,72,1087,ROBERTO HELBERT SANCHEZ PALOMINO,371
CAJAMARCA,CONTUMAZA,SAN BENITO,060405,6.62,121,1829,KEIKO SOFIA FUJIMORI HIGUCHI,478
PUNO,AZÁNGARO,CHUPA,200206,6.62,335,5062,ROBERTO HELBERT SANCHEZ PALOMINO,1485
HUÁNUCO,HUÁNUCO,SAN PABLO DE PILLAO,090113,6.61,369,5586,ROBERTO HELBERT SANCHEZ PALOMINO,2234
JUNÍN,JAUJA,APATA,110303,6.61,219,3312,KEIKO SOFIA FUJIMORI HIGUCHI,712
LIMA,YAUYOS,COLONIA,140709,6.61,69,1044,ROBERTO HELBERT SANCHEZ PALOMINO,199
PUNO,AZÁNGARO,SANTIAGO DE PUPUJA,200216,6.61,237,3583,ROBERTO HELBERT SANCHEZ PALOMINO,975
AMÉRICA,CHILE,ARICA,921002,6.61,108,1633,RICARDO PABLO BELMONT CASSINELLI,238
HUANCAVELICA,ANGARAES,CONGALLA,080304,6.6,124,1879,ROBERTO HELBERT SANCHEZ PALOMINO,733
HUANCAVELICA,CHURCAMPA,EL CARMEN,080704,6.6,78,1182,ROBERTO HELBERT SANCHEZ PALOMINO,451
HUÁNUCO,MARAÑÓN,CHOLÓN,090502,6.6,190,2879,ROBERTO HELBERT SANCHEZ PALOMINO,1038
CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,060510,6.59,107,1623,ROBERTO HELBERT SANCHEZ PALOMINO,812
PUNO,CARABAYA,ITUATA,200307,6.59,194,2946,ROBERTO HELBERT SANCHEZ PALOMINO,716
AMAZONAS,BONGARÁ,RECTA,010307,6.58,15,228,ROBERTO HELBERT SANCHEZ PALOMINO,39
AMAZONAS,BONGARÁ,YAMBRASBAMBA,010311,6.58,215,3269,ROBERTO HELBERT SANCHEZ PALOMINO,922
AREQUIPA,CAYLLOMA,CAYLLOMA,040204,6.58,109,1656,ROBERTO HELBERT SANCHEZ PALOMINO,439
JUNÍN,JAUJA,MASMA,110315,6.58,86,1306,KEIKO SOFIA FUJIMORI HIGUCHI,227
LAMBAYEQUE,CHICLAYO,CHONGOYAPE,130102,6.58,736,11178,KEIKO SOFIA FUJIMORI HIGUCHI,2352
LIMA,CANTA,SANTA ROSA DE QUIVES,140307,6.58,263,3997,KEIKO SOFIA FUJIMORI HIGUCHI,688
MADRE DE DIOS,TAHUAMANÚ,IBERIA,160302,6.58,240,3648,PABLO ALFONSO LOPEZ CHAU NAVA,518
PIURA,PAITA,AMOTAPE,190502,6.58,109,1657,KEIKO SOFIA FUJIMORI HIGUCHI,326
AREQUIPA,LA UNIÓN,PUYCA,040806,6.57,74,1126,ROBERTO HELBERT SANCHEZ PALOMINO,285
AYACUCHO,LA MAR,NINABAMBA,050414,6.57,67,1020,ROBERTO HELBERT SANCHEZ PALOMINO,236
CUSCO,PAUCARTAMBO,CAICAY,071102,6.57,147,2238,ROBERTO HELBERT SANCHEZ PALOMINO,656
HUANCAVELICA,ACOBAMBA,ROSARIO,080208,6.57,183,2787,ROBERTO HELBERT SANCHEZ PALOMINO,1196
JUNÍN,CHANCHAMAYO,PERENÉ,110806,6.57,1759,26785,KEIKO SOFIA FUJIMORI HIGUCHI,4674
APURÍMAC,AYMARAES,SORAYA,030211,6.56,30,457,ROBERTO HELBERT SANCHEZ PALOMINO,133
AREQUIPA,CONDESUYOS,IRAY,040605,6.56,29,442,KEIKO SOFIA FUJIMORI HIGUCHI,50
LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,120501,6.56,688,10486,KEIKO SOFIA FUJIMORI HIGUCHI,1784
APURÍMAC,GRAU,CURPAHUASI,030602,6.55,91,1389,ROBERTO HELBERT SANCHEZ PALOMINO,625
APURÍMAC,GRAU,PROGRESO,030607,6.55,118,1802,ROBERTO HELBERT SANCHEZ PALOMINO,891
ICA,CHINCHA,SUNAMPE,100207,6.55,1087,16605,KEIKO SOFIA FUJIMORI HIGUCHI,2880
JUNÍN,SATIPO,MAZAMARI,110704,6.55,899,13734,KEIKO SOFIA FUJIMORI HIGUCHI,2384
LIMA,YAUYOS,LINCHA,140717,6.55,38,580,ROBERTO HELBERT SANCHEZ PALOMINO,164
PIURA,TALARA,LOS ÓRGANOS,190706,6.54,371,5676,KEIKO SOFIA FUJIMORI HIGUCHI,1326
PUNO,HUANCANÉ,PUSI,200506,6.54,255,3899,ROBERTO HELBERT SANCHEZ PALOMINO,917
CUSCO,QUISPICANCHI,URCOS,071201,6.53,553,8472,ROBERTO HELBERT SANCHEZ PALOMINO,1833
JUNÍN,HUANCAYO,PARIAHUANCA,110122,6.53,200,3064,ROBERTO HELBERT SANCHEZ PALOMINO,1293
LIMA,YAUYOS,OMAS,140719,6.53,33,505,KEIKO SOFIA FUJIMORI HIGUCHI,108
PUNO,PUNO,CHUCUITO,200106,6.53,322,4928,ROBERTO HELBERT SANCHEZ PALOMINO,1020
CUSCO,CALCA,YANATILE,070408,6.52,306,4694,ROBERTO HELBERT SANCHEZ PALOMINO,1408
CUSCO,PARURO,COLCHA,071004,6.52,51,782,PABLO ALFONSO LOPEZ CHAU NAVA,221
LORETO,DATEM DEL MARAÑÓN,ANDOAS,150702,6.52,36,552,ROBERTO HELBERT SANCHEZ PALOMINO,173
LORETO,UCAYALI,CONTAMANA,150501,6.52,658,10086,KEIKO SOFIA FUJIMORI HIGUCHI,2532
EUROPA,FRANCIA,NIZA,941107,6.52,9,138,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,29
SAN MARTÍN,PICOTA,PILLUANA,210904,6.51,47,722,KEIKO SOFIA FUJIMORI HIGUCHI,191
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,010701,6.5,1806,27786,ROBERTO HELBERT SANCHEZ PALOMINO,7135
ÁNCASH,BOLOGNESI,HUASTA,020311,6.5,63,969,KEIKO SOFIA FUJIMORI HIGUCHI,125
PUNO,PUNO,ACORA,200102,6.5,923,14210,ROBERTO HELBERT SANCHEZ PALOMINO,4104
AMAZONAS,UTCUBAMBA,JAMALCA,010705,6.49,199,3068,ROBERTO HELBERT SANCHEZ PALOMINO,1242
CUSCO,CANCHIS,MARANGANI,070604,6.49,459,7077,ROBERTO HELBERT SANCHEZ PALOMINO,1747
HUÁNUCO,LEONCIO PRADO,CASTILLO GRANDE,090608,6.49,418,6443,KEIKO SOFIA FUJIMORI HIGUCHI,1218
CUSCO,QUISPICANCHI,LUCRE,071208,6.48,201,3100,ROBERTO HELBERT SANCHEZ PALOMINO,489
LAMBAYEQUE,CHICLAYO,CAYALTÍ,130116,6.48,650,10036,KEIKO SOFIA FUJIMORI HIGUCHI,3188
CAJAMARCA,CAJAMARCA,ENCAÑADA,060105,6.47,1182,18262,ROBERTO HELBERT SANCHEZ PALOMINO,7379
CUSCO,CHUMBIVILCAS,VELILLE,070708,6.47,322,4975,ROBERTO HELBERT SANCHEZ PALOMINO,1690
HUÁNUCO,HUAMALIES,TANTAMAYO,090411,6.47,50,773,ROBERTO HELBERT SANCHEZ PALOMINO,193
JUNÍN,JAUJA,CURICACA,110331,6.47,54,835,KEIKO SOFIA FUJIMORI HIGUCHI,166
AMAZONAS,UTCUBAMBA,YAMON,010707,6.46,116,1797,ROBERTO HELBERT SANCHEZ PALOMINO,560
CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,060107,6.46,1710,26461,ROBERTO HELBERT SANCHEZ PALOMINO,5880
LORETO,UCAYALI,VARGAS GUERRA,150502,6.46,183,2835,KEIKO SOFIA FUJIMORI HIGUCHI,562
AYACUCHO,LA MAR,CHILCAS,050404,6.45,67,1039,ROBERTO HELBERT SANCHEZ PALOMINO,330
JUNÍN,JAUJA,HUAMALÍ,110307,6.45,79,1225,KEIKO SOFIA FUJIMORI HIGUCHI,191
PIURA,TALARA,EL ALTO,190702,6.45,321,4977,KEIKO SOFIA FUJIMORI HIGUCHI,1004
AMAZONAS,BAGUA,LA PECA,010201,6.44,286,4440,ROBERTO HELBERT SANCHEZ PALOMINO,1175
AMAZONAS,CHACHAPOYAS,SONCHE,010121,6.44,19,295,KEIKO SOFIA FUJIMORI HIGUCHI,72
LIMA,CAÑETE,QUILMANA,140411,6.44,653,10143,KEIKO SOFIA FUJIMORI HIGUCHI,1946
ÁNCASH,BOLOGNESI,ANTONIO RAYMONDI,020321,6.43,54,840,ROBERTO HELBERT SANCHEZ PALOMINO,127
HUANCAVELICA,TAYACAJA,PICHOS,080531,6.43,104,1617,ROBERTO HELBERT SANCHEZ PALOMINO,732
JUNÍN,CONCEPCIÓN,SAN JOSÉ DE QUERO,110215,6.43,190,2954,KEIKO SOFIA FUJIMORI HIGUCHI,770
LIMA,BARRANCA,PARAMONGA,140902,6.43,912,14194,KEIKO SOFIA FUJIMORI HIGUCHI,2340
HUANCAVELICA,TAYACAJA,SALCABAMBA,080519,6.42,137,2134,ROBERTO HELBERT SANCHEZ PALOMINO,773
PUNO,AZÁNGARO,POTONI,200210,6.42,174,2709,ROBERTO HELBERT SANCHEZ PALOMINO,878
SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,210621,6.42,1660,25871,KEIKO SOFIA FUJIMORI HIGUCHI,5267
SAN MARTÍN,SAN MARTÍN,TARAPOTO,210601,6.42,3143,48969,KEIKO SOFIA FUJIMORI HIGUCHI,9178
AMAZONAS,UTCUBAMBA,CAJARURO,010702,6.41,812,12670,ROBERTO HELBERT SANCHEZ PALOMINO,4256
LA LIBERTAD,PACASMAYO,SAN JOSÉ,120508,6.41,498,7771,KEIKO SOFIA FUJIMORI HIGUCHI,1617
CUSCO,QUISPICANCHI,CCARHUAYO,071204,6.4,131,2048,ROBERTO HELBERT SANCHEZ PALOMINO,1089
JUNÍN,CHUPACA,AHUAC,110902,6.4,322,5035,VLADIMIR ROY CERRON ROJAS,562
PIURA,PIURA,VEINTISÉIS DE OCTUBRE,190115,6.4,5247,81952,KEIKO SOFIA FUJIMORI HIGUCHI,16558
CUSCO,ACOMAYO,RONDOCAN,070205,6.39,109,1706,ROBERTO HELBERT SANCHEZ PALOMINO,417
CUSCO,QUISPICANCHI,CUSIPATA,071206,6.39,200,3132,ROBERTO HELBERT SANCHEZ PALOMINO,917
AYACUCHO,HUAMANGA,OCROS,050113,6.38,230,3605,ROBERTO HELBERT SANCHEZ PALOMINO,1184
HUÁNUCO,DOS DE MAYO,YANAS,090323,6.38,86,1347,ROBERTO HELBERT SANCHEZ PALOMINO,364
PIURA,AYABACA,MONTERO,190204,6.38,188,2948,ROBERTO HELBERT SANCHEZ PALOMINO,880
CUSCO,ESPINAR,SUYCKUTAMBO,070807,6.37,123,1930,ROBERTO HELBERT SANCHEZ PALOMINO,602
JUNÍN,JAUJA,CANCHAYLLO,110305,6.37,53,832,KEIKO SOFIA FUJIMORI HIGUCHI,155
UCAYALI,PADRE ABAD,IRAZOLA,250202,6.37,476,7476,ROBERTO HELBERT SANCHEZ PALOMINO,1844
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,060901,6.36,263,4134,ROBERTO HELBERT SANCHEZ PALOMINO,1366
CAJAMARCA,CELENDÍN,JOSÉ GÁLVEZ,060306,6.35,104,1638,ROBERTO HELBERT SANCHEZ PALOMINO,478
